Time,GCD,DOT,Xunhuan,Longyin,Longya,Pofeng,Chuanyun,Zhanbafang,Mie,Liuxue,Poxue,ZTotal,DTotal,Meihua,DChuanyun,DDot,Zcover,Dcover,DMcover,DCcover,DDcover
8160,21,28,A,75.398,183.2106,1,85.0478,60.3934,24.838,270.667,764.584,389,1035.251,429.8878,552.0881679,576.5006,1.144117647,1.014951961,1.264375882,1.623788729,2.260786667
8160,21,28,B,77.4044,186.995,1,84.1788,66.9526,0,283.624,758.526,374.084,1042.15,416.5308,541.8984001,587.0344,1.100247059,1.021715686,1.225090588,1.593818824,2.302095686
8160,20,27,A,79.0382,192.243,1,89.1766,63.3404,26.084,327.579,803.449,408,1131.028,450.8822,579.1332826,648.9586,1.2,1.10885098,1.326124118,1.703333184,2.544935686
8160,20,27,B,77.5468,189.7758,1,85.0096,71.275,0,326.211,776.969,381.936,1103.18,424.6072,553.1373598,636.9986,1.123341176,1.08154902,1.248844706,1.626874588,2.498033725
8160,20,26,A,79.0382,192.243,1,89.1766,63.3404,26.084,335.115,825.751,408,1160.866,450.8822,579.1332826,665.4154,1.2,1.138103922,1.326124118,1.703333184,2.609472157
8160,20,26,B,77.178,188.8728,1,82.843,74.29,0,351.574,868.764,381.573,1220.338,424.1838,553.5434243,699.0796,1.122273529,1.196409804,1.247599412,1.628068895,2.741488627
8160,19,26,A,83.3226,202.6988,1,94.0016,66.7332,27.452,344.896,846.574,430,1191.47,475.2082,610.4609438,683.5256,1.264705882,1.168107843,1.397671176,1.795473364,2.680492549
8160,19,26,B,79.0886,193.463,1,86.9546,72.7314,0,366.297,891.832,389.694,1258.129,433.2376,564.3205317,723.0298,1.146158824,1.233459804,1.274228235,1.65976627,2.83541098
8160,19,25,A,83.3226,202.6988,1,94.0016,66.7332,27.452,352.759,869.857,430,1222.616,475.2082,610.4609438,700.7018,1.264705882,1.198643137,1.397671176,1.795473364,2.747850196
8160,19,25,B,77.8186,189.1022,1,85.3718,79.7506,0,362.721,861.191,389.976,1223.912,433.0432,564.9576613,707.1974,1.146988235,1.199913725,1.273656471,1.66164018,2.773323137
8640,24,32,A,85.386,185.871,1,51.6392,64.6826,17.458,243.736,682.181,360,925.917,406.0368,532.2953701,516.6084,1,0.857330556,1.12788,1.47859825,1.913364444
8640,24,32,B,84.2676,178.2956,1,39.0324,69.5006,0,262.393,691.528,326.324,953.921,372.0962,495.588314,539.0042,0.906455556,0.883260185,1.033600556,1.376634206,1.996311852
8640,23,31,A,89.1516,194.1564,1,53.9462,67.5744,18.261,299.657,712.568,376,1012.225,424.0896,556.0201608,584.6842,1.044444444,0.93724537,1.178026667,1.544500447,2.165497037
8640,23,31,B,85.6126,180.9726,1,39.5928,70.5028,0,302.953,717.558,331.189,1020.511,377.6808,503.0361931,589.9762,0.919969444,0.944917593,1.049113333,1.397322759,2.185097037
8640,23,30,A,89.1516,194.1564,1,53.9462,67.5744,18.261,305.297,728.89,376,1034.187,424.0896,556.0201608,596.853,1.044444444,0.957580556,1.178026667,1.544500447,2.210566667
8640,23,30,B,82.8538,177.0492,1,44.0148,72.271,0,319.204,757.704,332.072,1076.908,377.1888,501.0910666,622.2856,0.922422222,0.997137037,1.047746667,1.391919629,2.304761481
8640,22,30,A,76.1444,185.1126,1,85.916,61.0212,25.112,315.28,772.588,393,1087.868,434.3062,557.7816056,624.3152,1.091666667,1.007285185,1.206406111,1.549393349,2.312278519
8640,22,30,B,80.5148,194.5728,1,87.4258,69.6526,0,308.111,789.478,388.976,1097.589,433.166,563.6449108,623.9022,1.080488889,1.016286111,1.203238889,1.565680308,2.310748889
8640,22,29,A,76.1444,185.1126,1,85.916,61.0212,25.112,322.547,794.083,393,1116.63,434.3062,557.7816056,640.1802,1.091666667,1.033916667,1.206406111,1.549393349,2.371037778
8640,22,29,B,80.5148,194.5728,1,87.4258,69.6526,0,328.123,789.769,388.976,1117.892,433.166,563.6449108,644.0306,1.080488889,1.035085185,1.203238889,1.565680308,2.385298519
8640,21,29,A,79.7902,194.1682,1,90.0542,63.9654,26.324,330.414,810.328,412,1140.742,455.302,584.8360874,654.5452,1.144444444,1.056242593,1.264727778,1.624544687,2.424241481
8640,21,29,B,82.0646,198.0722,1,89.0922,70.9386,0,334.102,804.374,396.141,1138.476,441.1676,574.0407076,655.8516,1.100391667,1.054144444,1.225465556,1.594557521,2.42908
8640,21,28,A,79.7902,194.1682,1,90.0542,63.9654,26.324,286.706,810.748,412,1097.454,455.302,584.8360874,611.0052,1.144444444,1.016161111,1.264727778,1.624544687,2.262982222
8640,21,28,B,82.0182,198.0296,1,89.1486,70.954,0,300.362,804.303,396.167,1104.665,441.1504,574.0036365,622.0832,1.100463889,1.022837963,1.225417778,1.594454546,2.304011852
8640,20,27,A,83.6852,203.6398,1,94.461,67.0598,27.574,346.879,851.671,432,1198.55,477.4198,613.3083315,687.5474,1.2,1.109768519,1.326166111,1.703634254,2.546471852
8640,20,27,B,82.074,200.828,1,90.2122,75.4468,0,345.446,823.62,404.381,1169.066,449.561,585.6454041,674.894,1.123280556,1.082468519,1.248780556,1.626792789,2.499607407
8640,20,26,A,83.6852,203.6398,1,94.461,67.0598,27.574,354.832,875.224,432,1230.056,477.4198,613.3083315,704.9216,1.2,1.138940741,1.326166111,1.703634254,2.610820741
8640,20,26,B,81.7028,199.9512,1,87.7058,78.6998,0,372.343,921.012,403.93,1293.355,449.0596,586.0877405,740.7478,1.122027778,1.197550926,1.247387778,1.628021501,2.74351037
8640,19,26,A,88.1816,214.4992,1,99.503,70.6064,29.06,365.16,897.298,455,1262.458,502.8502,646.0319251,724.0792,1.263888889,1.168942593,1.396806111,1.794533125,2.681774815
8640,19,26,B,83.7252,204.8056,1,92.0328,77.0132,0,387.85,945.312,412.482,1333.162,458.5768,597.4112054,765.9748,1.145783333,1.234409259,1.273824444,1.659475571,2.836943704
8640,19,25,A,88.1816,214.4992,1,99.503,70.6064,29.06,373.544,922.144,455,1295.688,502.8502,646.0319251,742.4016,1.263888889,1.199711111,1.396806111,1.794533125,2.749635556
8640,19,25,B,82.4156,200.3574,1,90.2408,84.4208,0,384.091,912.818,412.834,1296.909,458.4346,598.2218657,749.2182,1.146761111,1.200841667,1.273429444,1.661727405,2.774882222
9120,24,32,A,90.0884,196.2924,1,54.5152,68.2716,18.428,257.315,720.965,380,978.28,428.5956,561.9597793,545.701,1,0.858140351,1.127883158,1.478841524,1.914740351
9120,24,32,B,89.0922,188.1716,1,41.1924,73.3624,0,277.055,730.803,344.444,1007.858,392.8186,523.2351152,569.3762,0.906431579,0.884085965,1.033733158,1.376934514,1.997811228
9120,23,31,A,94.147,205.0686,1,56.9646,71.332,19.269,316.408,753.239,397,1069.647,447.7812,587.1619847,617.7036,1.044736842,0.938286842,1.178371579,1.545163118,2.167381053
9120,23,31,B,90.4442,190.9884,1,41.7192,74.4564,0,319.888,758.387,349.494,1078.275,398.6082,530.9928667,623.2428,0.919721053,0.945855263,1.048968947,1.397349649,2.186816842
9120,23,30,A,94.147,205.0686,1,56.9646,71.332,19.269,322.144,769.849,397,1091.993,447.7812,587.1619847,630.0836,1.044736842,0.957888596,1.178371579,1.545163118,2.210819649
9120,23,30,B,87.4306,186.9018,1,46.4304,76.348,0,337.029,800.767,350.474,1137.796,398.1108,528.9824709,657.3358,0.9223,0.998066667,1.04766,1.392059134,2.306441404
9120,22,30,A,80.3532,195.583,1,90.714,64.4332,26.524,332.967,816.766,415,1149.733,458.6074,589.0911748,659.6734,1.092105263,1.008537719,1.206861579,1.550239934,2.314643509
9120,22,30,B,85.0368,205.273,1,92.3416,73.5024,0,325.25,834.341,410.496,1159.591,457.1538,594.8855904,658.9864,1.080252632,1.017185088,1.203036316,1.565488396,2.312232982
9120,22,29,A,80.3532,195.583,1,90.714,64.4332,26.524,340.447,838.9,415,1179.347,458.6074,589.0911748,676.007,1.092105263,1.034514912,1.206861579,1.550239934,2.371954386
9120,22,29,B,85.0368,205.273,1,92.3416,73.5024,0,346.367,834.608,410.496,1180.975,457.1538,594.8855904,680.2102,1.080252632,1.035942982,1.203036316,1.565488396,2.386702456
9120,21,29,A,84.2972,205.082,1,95.085,67.504,27.764,348.758,856.153,435,1204.911,480.7322,617.5794731,691.2192,1.144736842,1.056939474,1.265084737,1.62520914,2.425330526
9120,21,29,B,86.4364,208.9144,1,94.1436,74.8518,0,352.629,849.907,417.882,1202.536,465.3462,605.5423561,692.5918,1.099689474,1.05485614,1.224595263,1.593532516,2.430146667
9120,21,28,A,84.2972,205.082,1,95.085,67.504,27.764,302.498,856.309,435,1158.807,480.7322,617.5794731,645.0216,1.144736842,1.016497368,1.265084737,1.62520914,2.263233684
9120,21,28,B,86.3964,208.8732,1,94.2048,74.858,0,316.774,849.304,417.915,1166.078,465.3324,605.5063187,656.4956,1.099776316,1.022875439,1.224558947,1.593437681,2.303493333
9120,20,27,A,88.3564,214.9804,1,99.7312,70.7546,29.133,366.188,899.995,456,1266.183,503.9556,647.4534787,726.186,1.2,1.110686842,1.326198947,1.703824944,2.548021053
9120,20,27,B,86.6224,211.9244,1,95.213,79.6942,0,364.582,869.908,426.772,1234.49,474.454,618.1487168,712.5452,1.123084211,1.082885965,1.248563158,1.626707149,2.500158596
9120,20,26,A,88.3564,214.9804,1,99.7312,70.7546,29.133,374.558,924.799,456,1299.357,503.9556,647.4534787,744.4776,1.2,1.139786842,1.326198947,1.703824944,2.612202105
9120,20,26,B,86.2364,211.0608,1,92.6438,83.0652,0,393.061,973.08,426.366,1366.141,474.0062,618.6993733,782.293,1.122015789,1.198369298,1.247384737,1.628156246,2.744887719
9120,19,26,A,92.9742,226.3708,1,104.9524,74.442,30.724,385.481,948.31,480,1333.791,530.4634,681.5845417,764.805,1.263157895,1.169992105,1.395956316,1.793643531,2.683526316
9120,19,26,B,88.4376,216.28,1,97.1552,81.323,0,409.487,998.856,435.493,1408.343,484.1958,630.8656471,809.0294,1.146034211,1.235388596,1.274199474,1.660172756,2.838699649
9120,19,25,A,92.9742,226.3708,1,104.9524,74.442,30.724,394.322,974.527,480,1368.849,530.4634,681.5845417,784.1328,1.263157895,1.200744737,1.395956316,1.793643531,2.751343158
9120,19,25,B,87.0404,211.4406,1,95.3148,89.18,0,405.463,964.276,435.772,1369.739,483.9758,631.5993258,791.1734,1.146768421,1.201525439,1.273620526,1.662103489,2.776047018
9600,24,32,A,94.8536,206.6424,1,57.3958,71.8522,19.423,270.93,759.803,400,1030.733,451.167,591.6114369,574.8512,1,0.858944167,1.1279175,1.479028592,1.916170667
9600,24,32,B,93.7696,198.0628,1,43.3644,77.2538,0,291.864,770.017,362.516,1061.881,413.4506,550.7892819,599.8708,0.90629,0.884900833,1.0336265,1.376973205,1.999569333
9600,23,31,A,99.092,215.9986,1,59.9494,75.0938,20.333,333.116,793.775,418,1126.891,471.4668,618.3041056,650.626,1.045,0.939075833,1.178667,1.545760264,2.168753333
9600,23,31,B,95.127,200.9346,1,43.9704,78.4234,0,336.794,799.095,367.766,1135.889,419.4554,558.8209066,656.432,0.919415,0.946574167,1.0486385,1.397052267,2.188106667
9600,23,30,A,99.092,215.9986,1,59.9494,75.0938,20.333,339.219,811.486,418,1150.705,471.4668,618.3041056,663.8134,1.045,0.958920833,1.178667,1.545760264,2.212711333
9600,23,30,B,92.0296,196.6332,1,48.8328,80.4194,0,354.719,843.444,368.753,1198.163,418.915,556.7012679,692.0966,0.9218825,0.998469167,1.0472875,1.39175317,2.306988667
9600,22,30,A,84.6906,206.0236,1,95.5388,67.8214,27.877,350.41,860.287,437,1210.697,482.9514,620.4347544,694.5248,1.0925,1.008914167,1.2073785,1.551086886,2.315082667
9600,22,30,B,89.4218,216.0476,1,97.3332,77.3882,0,342.293,879.108,432.08,1221.401,481.1908,626.2047278,693.9362,1.0802,1.017834167,1.202977,1.56551182,2.313120667
9600,22,29,A,84.6906,206.0236,1,95.5388,67.8214,27.877,358.537,884.362,437,1242.899,482.9514,620.4347544,712.2818,1.0925,1.035749167,1.2073785,1.551086886,2.374272667
9600,22,29,B,89.4218,216.0476,1,97.3332,77.3882,0,364.645,879.387,432.08,1244.032,481.1908,626.2047278,716.3998,1.0802,1.036693333,1.202977,1.56551182,2.387999333
9600,21,29,A,88.7396,215.9226,1,100.1604,71.0674,29.268,367.128,902.008,458,1269.136,506.158,650.290235,727.9312,1.145,1.057613333,1.265395,1.625725588,2.426437333
9600,21,29,B,91.0916,220.0072,1,99.1456,78.804,0,371.266,895.582,440.028,1266.848,490.0484,637.7419182,729.4988,1.10007,1.055706667,1.225121,1.594354796,2.431662667
9600,21,28,A,88.7396,215.9226,1,100.1604,71.0674,29.268,318.528,902.554,458,1221.082,506.158,650.290235,679.5496,1.145,1.017568333,1.265395,1.625725588,2.265165333
9600,21,28,B,91.0378,219.967,1,99.1976,78.806,0,333.587,895.282,440.043,1228.869,490.0084,637.6762693,691.6998,1.1001075,1.0240575,1.225021,1.594190673,2.305666
9600,20,27,A,92.9742,226.3708,1,104.9524,74.442,30.724,385.481,948.31,480,1333.791,530.4634,681.5845417,764.805,1.2,1.1114925,1.3261585,1.703961354,2.54935
9600,20,27,B,91.232,223.123,1,100.2568,83.865,0,383.851,916.711,449.237,1300.562,499.4768,650.8049252,750.5354,1.1230925,1.083801667,1.248692,1.627012313,2.501784667
9600,20,26,A,92.9742,226.3708,1,104.9524,74.442,30.724,394.322,974.527,480,1368.849,530.4634,681.5845417,784.1328,1.2,1.1407075,1.3261585,1.703961354,2.613776
9600,20,26,B,90.701,222.247,1,97.5198,87.4462,0,413.717,1025.222,448.769,1438.939,498.914,651.3038356,823.8058,1.1219225,1.199115833,1.247285,1.628259589,2.746019333
9600,19,26,A,97.992,238.603,1,110.681,78.4598,32.454,405.913,999.148,506,1405.061,559.1898,718.5327816,805.5722,1.265,1.170884167,1.3979745,1.796331954,2.685240667
9600,19,26,B,93.0724,227.7156,1,102.1674,85.6232,0,431.01,1052.101,458.311,1483.111,509.5786,664.0503297,851.8504,1.1457775,1.235925833,1.2739465,1.660125824,2.839501333
9600,19,25,A,97.992,238.603,1,110.681,78.4598,32.454,415.044,1026.235,506,1441.279,559.1898,718.5327816,825.538,1.265,1.201065833,1.3979745,1.796331954,2.751793333
9600,19,25,B,91.5752,222.4962,1,100.3784,93.8446,0,426.786,1015.808,458.575,1442.594,509.2944,664.6872846,833.1092,1.1464375,1.202161667,1.273236,1.661718212,2.777030667
